지역,시군구,단지명,전용면적(㎡),계약년월,거래금액(만원)
,동구 율하동,우방아이유쉘,84.99,202105,37500
,동구 율하동,우방아이유쉘,84.99,202105,37500
,동구 율하동,율하휴먼시아9단지,84.64,202105,36500
,동구 율하동,율하휴먼시아9단지,74.89,202105,35800
,동구 율하동,율하휴먼시아9단지,84.64,202105,37000
,동구 입석동,동촌화성타운,84.94,202105,29900
,동구 입석동,센트로파크A동,83.68,202105,25000
,동구 지묘동,왕산우방타운,84.93,202105,22000
,동구 지묘동,태왕그린힐즈,84.86,202105,22000
,동구 지묘동,태왕그린힐즈,84.86,202105,19800
,동구 지묘동,태왕그린힐즈,84.86,202105,19000
,동구 지묘동,팔공보성1차,84.99,202105,22000
,동구 지묘동,팔공보성타운2,84.99,202105,23500
,동구 지묘동,팔공보성타운2,84.99,202105,22000
,동구 지묘동,팔공보성타운3,85.00,202105,23000
,동구 지묘동,팔공보성타운3,85.00,202105,25300
,동구 지묘동,팔공팔레스201동,84.99,202105,21500
,동구 지저동,태왕아너스리버파크,84.23,202105,39500
,동구 지저동,태왕아너스리버파크,84.23,202105,39500
,동구 지저동,태왕아너스리버파크,84.23,202105,35700
,동구 지저동,태왕아너스리버파크2차,84.39,202105,38500
,동구 효목동,DH아인스,84.03,202105,26700
,동구 효목동,동촌강나루타운,84.95,202105,31500
,동구 효목동,진로이스트타운,84.90,202105,30650
,동구 효목동,청솔하이츠,84.99,202105,18800
,동구 효목동,태왕메트로시티,84.92,202105,31000
,동구 효목동,태왕메트로시티,84.92,202105,29500
,북구 고성동3가,오페라트루엘시민의숲아파트,84.72,202105,61500
,북구 관음동,동화훼밀리타운,84.70,202105,27600
,북구 관음동,칠곡서한맨션,84.81,202105,21000
,북구 관음동,칠곡한양2,84.95,202105,20500
,북구 관음동,칠곡한양2,84.95,202105,20500
,북구 구암동,그린빌2차,84.34,202105,31600
,북구 구암동,그린빌2차,84.34,202105,32500
,북구 구암동,그린빌2차,84.34,202105,30900
,북구 구암동,금빛타운,84.99,202105,25800
,북구 구암동,부영3차,60.22,202105,17500
,북구 구암동,부영3차,60.22,202105,19000
,북구 구암동,부영3차,81.16,202105,27800
,북구 구암동,부영3차,81.16,202105,28000
,북구 구암동,부영6차,60.22,202105,18100
,북구 구암동,부영6차,60.22,202105,18000
,북구 구암동,부영6차,60.22,202105,18000
,북구 구암동,부영6차,60.22,202105,18300
,북구 구암동,부영6차,81.16,202105,26800
,북구 구암동,부영6차,81.16,202105,26500
,북구 구암동,부영7차,81.17,202105,26500
,북구 구암동,칠곡동서영남,70.33,202105,19200
,북구 구암동,칠곡동서영남,70.33,202105,19000
,북구 구암동,칠곡미래타운,84.99,202105,24300
,북구 구암동,칠곡미래타운,84.99,202105,22600
,북구 구암동,칠곡미래타운,84.99,202105,23800
,북구 구암동,칠곡미래타운,84.99,202105,26000
,북구 구암동,화성그랜드파크,84.99,202105,38000
,북구 구암동,화성그랜드파크,84.99,202105,39500
,북구 국우동,부영1차,81.16,202105,27500
,북구 국우동,부영1차,60.22,202105,22400
,북구 국우동,부영1차,81.16,202105,26000
,북구 국우동,칠곡현대아파트,84.94,202105,22100
,북구 국우동,칠곡현대아파트,77.05,202105,19700
,북구 노원동2가,윤송제네스빌,78.90,202105,20000
,북구 노원동3가,대구노원한신더휴,74.95,202105,47000
,북구 노원동3가,대구노원한신더휴,74.95,202105,44500
,북구 노원동3가,대구노원한신더휴,74.95,202105,44700
,북구 노원동3가,대구노원한신더휴,84.98,202105,48100
,북구 노원동3가,대구노원한신더휴,84.98,202105,42000
,북구 노원동3가,대구노원한신더휴,84.98,202105,48500
,북구 대현동,대구대현엘에이치3단지,84.64,202105,55900
,북구 대현동,대산조합,68.05,202105,13800
,북구 대현동,대현휴먼시아2단지,75.94,202105,40800
,북구 대현동,성지무궁타운,85.00,202105,17000
,북구 동변동,유니버시아드선수촌1단지,84.58,202105,28800
,북구 동변동,유니버시아드선수촌2단지,83.47,202105,25400
,북구 동변동,유니버시아드선수촌2단지,73.28,202105,24400
,북구 동변동,주공그린빌8,84.45,202105,23000
,북구 동변동,주공그린빌8,71.43,202105,23000
,북구 동변동,주공그린빌8,71.43,202105,22000
,북구 동변동,주공그린빌8,84.45,202105,24900
,북구 동천동,칠곡3화성타운,84.80,202105,32000
,북구 동천동,칠곡3화성타운,84.80,202105,34000
,북구 동천동,칠곡3화성타운,84.96,202105,29600
,북구 동천동,칠곡3화성타운,84.80,202105,30200
,북구 동천동,칠곡3화성타운,84.80,202105,30800
,북구 동천동,화성센트럴파크,74.51,202105,33000
,북구 동천동,화성센트럴파크,84.99,202105,41850
,북구 동천동,화성센트럴파크,84.99,202105,38300
,북구 동천동,화성센트럴파크,74.51,202105,31500
,북구 매천동,매천휴먼시아,84.58,202105,37300
,북구 매천동,매천휴먼시아,84.58,202105,34700
,북구 매천동,매천휴먼시아,84.58,202105,37500
,북구 매천동,매천휴먼시아,74.88,202105,31000
,북구 매천동,매천휴먼시아,74.62,202105,34300
,북구 매천동,매천휴먼시아,84.58,202105,37850
,북구 매천동,청구장미마을,84.96,202105,23000
,북구 매천동,한신더휴웨스턴팰리스,84.83,202105,56800
,북구 매천동,한신더휴웨스턴팰리스,84.97,202105,53000
,북구 매천동,한신더휴이스턴팰리스,84.99,202105,53500
,북구 복현동,동서성화,60.52,202105,15500
,북구 복현동,복현3차서한이다음,84.56,202105,41500
,북구 복현동,복현3차서한이다음,84.95,202105,45200
,북구 복현동,복현보성타운,84.99,202105,32400
,북구 복현동,복현서한이다음,84.97,202105,32200
,북구 복현동,복현우방타운,84.98,202105,27300
,북구 복현동,복현자이,84.99,202105,72000
,북구 복현동,복현푸르지오,85.00,202105,47500
,북구 복현동,복현푸르지오,85.00,202105,55000
,북구 복현동,복현푸르지오,85.00,202105,54500
,북구 복현동,복현화성,75.38,202105,24200
,북구 복현동,복현화성,85.00,202105,32700
,북구 복현동,선진(464-11),83.26,202105,24500
,북구 복현동,한라,70.40,202105,18000
,북구 사수동,금호서한이다음,84.55,202105,33000
,북구 사수동,금호서한이다음,74.91,202105,29400
,북구 사수동,금호서한이다음,84.55,202105,39200
,북구 사수동,금호서한이다음,74.91,202105,29000
,북구 사수동,브라운스톤강북,84.95,202105,33700
,북구 사수동,브라운스톤강북,84.95,202105,35700
,북구 사수동,브라운스톤강북,84.77,202105,35700
,북구 사수동,브라운스톤강북,84.77,202105,31500
,북구 사수동,브라운스톤강북,84.82,202105,34800
,북구 산격동,동성맨션,83.37,202105,14700
,북구 산격동,산격대우,84.95,202105,34700
,북구 서변동,동서리치모아,84.97,202105,24500
,북구 서변동,동서리치모아,84.97,202105,25800
,북구 서변동,동서변리벤빌,84.93,202105,22000
,북구 서변동,동서변리벤빌,84.93,202105,26900
,북구 서변동,동서변리벤빌,84.93,202105,24000
,북구 서변동,동서변월드메르디앙,84.97,202105,33300
,북구 서변동,화성리버파크1,84.93,202105,24800
,북구 연경동,연경금성백조예미지숲속의아침,78.99,202105,46500
,북구 연경동,연경동화아이위시,85.00,202105,53000
,북구 읍내동,SD아이프라임강북,84.97,202105,31000
,북구 읍내동,산호한양,84.95,202105,19600
,북구 읍내동,산호한양,84.95,202105,20000
,북구 읍내동,산호한양,84.95,202105,19800
,북구 읍내동,칠곡3차보성,84.99,202105,21000
,북구 읍내동,칠곡보성,84.98,202105,24500
,북구 읍내동,칠곡보성,84.98,202105,21700
,북구 읍내동,칠곡한서타운,84.97,202105,18200
,북구 읍내동,코스모스한양,84.95,202105,21800
,북구 읍내동,학정역효성해링턴플레이스,84.80,202105,43800
,북구 읍내동,학정역효성해링턴플레이스,84.80,202105,43200
,북구 읍내동,현대2,75.57,202105,14500
,북구 칠성동2가,대구역 서희스타힐스,84.84,202105,51500
,북구 칠성동2가,대구역 서희스타힐스,84.49,202105,50000
,북구 칠성동2가,대구역 서희스타힐스,84.49,202105,43000
,북구 칠성동2가,대구역 서희스타힐스,84.49,202105,51200
,북구 칠성동2가,대구역유림노르웨이숲,84.92,202105,57000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,40000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,43000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,47500
,북구 칠성동2가,월성로얄하이츠,84.74,202105,44000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,55000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,45000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,40000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,44000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,33000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,42000
,북구 칠성동2가,월성로얄하이츠,84.74,202105,33000
,북구 칠성동2가,침산1차푸르지오(2-2),84.98,202105,53000
,북구 침산동,강변일성트루엘,66.22,202105,40500
,북구 침산동,강변일성트루엘,84.80,202105,43000
,북구 침산동,대한동아무지개,84.74,202105,39800
,북구 침산동,대한동아무지개,84.74,202105,37200
,북구 침산동,롯데캐슬오페라,84.91,202105,48800
,북구 침산동,삼익맨션,76.66,202105,40000
,북구 침산동,삼주,82.51,202105,32000
,북구 침산동,삼주,77.79,202105,31000
,북구 침산동,침산3차푸르지오,84.97,202105,48500
,북구 침산동,침산3차푸르지오,84.97,202105,47700
,북구 침산동,침산남영,84.96,202105,14100
,북구 침산동,침산세정드림타운,70.01,202105,20350
,북구 침산동,침산화성파크드림,84.97,202105,69800
,북구 침산동,침산화성파크드림,84.97,202105,60000
,북구 침산동,코오롱하늘채1단지,84.97,202105,54000
,북구 침산동,코오롱하늘채2단지,84.51,202105,69900
,북구 침산동,코오롱하늘채2단지,84.80,202105,61000
,북구 침산동,한우새로운맨션,74.31,202105,32700
,북구 침산동,한우새로운맨션,74.31,202105,29700
,북구 태전동,강북화성파크드림,84.93,202105,37000
,북구 태전동,남영,84.95,202105,19900
,북구 태전동,두성파크2,84.79,202105,17000
,북구 태전동,미진타운,84.94,202105,17200
,북구 태전동,삼성,84.93,202105,25800
,북구 태전동,삼성,84.93,202105,21000
,북구 태전동,우방타운,85.00,202105,22300
,북구 태전동,우방타운,85.00,202105,21700
,북구 태전동,우방타운,85.00,202105,20800
,북구 태전동,우방타운,85.00,202105,21300
,북구 태전동,우방타운,85.00,202105,23000
,북구 태전동,이진캐스빌,67.73,202105,30900
,북구 태전동,이진캐스빌,67.73,202105,34800
,북구 태전동,중석타운,84.84,202105,21000
,북구 태전동,칠곡관음타운,84.96,202105,24700
,북구 태전동,칠곡에덴타운,84.96,202105,21800
,북구 태전동,태전3우방타운,84.97,202105,22700
,북구 태전동,태전동신원(A동),78.20,202105,13500
,북구 태전동,한일,84.96,202105,22000
,북구 태전동,현대전원,84.99,202105,18000
,북구 태전동,현대전원,76.29,202105,16350
,북구 태전동,협성휴포레강북,85.00,202105,48800
,북구 태전동,협성휴포레강북,72.93,202105,42500
,북구 태전동,협성휴포레강북,72.93,202105,39650
,북구 태전동,협성휴포레강북,85.00,202105,52500
,북구 태전동,협성휴포레강북,72.93,202105,37100
,북구 팔달동,두산청구,84.96,202105,25900
,북구 팔달동,두산청구,84.96,202105,24900
,북구 학정동,칠곡1차한라하우젠트,84.97,202105,40400
,북구 학정동,칠곡1차한라하우젠트,78.52,202105,37400
,북구 학정동,칠곡1차한라하우젠트,84.97,202105,37500
,북구 학정동,칠곡1차한라하우젠트,84.97,202105,38900
,북구 학정동,칠곡1차한라하우젠트,84.97,202105,39000
,북구 학정동,학정청아람,84.62,202105,34400
,북구 학정동,학정청아람,84.66,202105,33700
,북구 학정동,학정청아람,84.66,202105,32500
,북구 학정동,학정청아람,84.66,202105,32000
,북구 학정동,학정청아람,84.67,202105,33300
,북구 학정동,학정청아람,84.62,202105,31100
,서구 내당동,대진맨션,66.82,202105,26800
,서구 내당동,삼익뉴타운,65.79,202105,27300
,서구 내당동,코오롱맨션,74.66,202105,29700
,서구 비산동,경남꿈드림,81.39,202105,21900
,서구동,중리롯데캐슬,84.99,202105,45000
,서구동,중리롯데캐슬,74.66,202105,37800
,서구동,진달래,69.70,202105,17100
,서구 평리동,드림팰리스102동,84.58,202105,28400
,서구 평리동,평리힐스,84.70,202105,30000
,수성구 노변동,수성월드메르디앙,84.81,202105,58000
,수성구 노변동,수성월드메르디앙,84.81,202105,64700
,수성구 두산동,수성화성파크드림,84.82,202105,55800
,수성구 만촌동,럭키골든,77.70,202105,19900
,수성구 만촌동,만촌우방타운1단지,84.92,202105,95000
,수성구 만촌동,만촌화성파크스위트,84.89,202105,32700
,수성구 만촌동,만촌화성파크스위트,84.89,202105,34300
,수성구 만촌동,메트로팔레스1,84.93,202105,64000
,수성구 만촌동,메트로팔레스1,84.93,202105,64000
,수성구 만촌동,메트로팔레스5,74.91,202105,48500
,수성구 만촌동,메트로팔레스5,84.93,202105,64900
,수성구 만촌동,수성2차e-편한세상,84.99,202105,109500
,수성구 매호동,매호동서타운,84.98,202105,33500
,수성구 매호동,매호미래하이츠,84.87,202105,20000
,수성구 매호동,매호화성파크드림,84.98,202105,42300
,수성구 매호동,시지우방하이츠,84.99,202105,28000
,수성구 매호동,태왕하이츠2,71.52,202105,31150
,수성구 매호동,한일유앤아이,84.99,202105,43400
,수성구 범물동,범물보성2차,84.99,202105,45500
,수성구 범물동,"범물에덴,신화아파트",83.46,202105,36600
,수성구 범물동,"범물에덴,신화아파트",84.94,202105,37800
,수성구 범물동,범물한라창신태성맨션,84.85,202105,39500
,수성구 범물동,범물한라창신태성맨션,71.88,202105,36400
,수성구 범물동,범물한라창신태성맨션,84.85,202105,41500
,수성구 범물동,삼주타운,84.88,202105,28100
,수성구 범물동,서한화성타운,65.97,202105,31500
,수성구 범물동,서한화성타운,84.58,202105,40000
,수성구 범물동,수성하늘채르레브,85.00,202105,61000
,수성구 범물동,수성하늘채르레브,85.00,202105,47500
,수성구 범물동,우방미진하이츠,84.90,202105,35150
,수성구 범물동,청구타운,84.93,202105,42900
,수성구 범물동,청구타운,84.93,202105,41500
,수성구 범어동,e편한세상범어,84.96,202105,87000
,수성구 범어동,궁전맨션,84.96,202105,114000
,수성구 범어동,범어롯데캐슬,84.89,202105,124000
,수성구 범어동,범어에스케이뷰,84.98,202105,130000
,수성구 범어동,범어에일린의뜰,71.19,202105,57000
,수성구 범어동,우방범어타운3,75.71,202105,85000
,수성구 범어동,힐스테이트범어,84.92,202105,151000
,수성구 범어동,힐스테이트범어,84.92,202105,160000
,수성구 범어동,힐스테이트범어,84.92,202105,160000
,수성구 범어동,힐스테이트범어,84.92,202105,146000
,수성구 사월동,사월보성,84.99,202105,36500
,수성구 사월동,사월보성,84.99,202105,37000
,수성구 사월동,사월역파인누리1차,84.74,202105,27800
,수성구 사월동,시지동화아이위시,71.60,202105,36500
,수성구 사월동,시지한신휴플러스,84.71,202105,44500
,수성구 사월동,태왕리더스,84.93,202105,33500
,수성구 사월동,태왕리더스,84.93,202105,36000
,수성구 사월동,태왕리더스,84.93,202105,35200
,수성구 상동,수성동일하이빌레이크시티,85.00,202105,80500
,수성구 수성동1가,수성롯데캐슬TheFirst,84.97,202105,106000
,수성구 수성동1가,신세계타운,84.98,202105,73250
,수성구 수성동4가,범어삼환나우빌,84.99,202105,82000
,수성구 수성동4가,수성태영데시앙,84.48,202105,85000
,수성구 시지동,고산역화성파크드림,84.83,202105,69500
,수성구 시지동,고산역화성파크드림,84.83,202105,56400
,수성구 시지동,노변청구,84.86,202105,52000
,수성구 신매동,두성,84.97,202105,34000
,수성구 신매동,두성,84.97,202105,35000
,수성구 신매동,사월화성파크드림(1단지),85.00,202105,57500
,수성구 신매동,사월화성파크드림(3단지),85.00,202105,59500
,수성구 신매동,사월화성파크드림(3단지),85.00,202105,47800
,수성구 신매동,시지대백신화창신아파트,84.98,202105,42000
,수성구 신매동,시지동서타운,84.92,202105,35500
,수성구 신매동,시지보성서한아파트,84.99,202105,44000
,수성구 신매동,시지보성서한아파트,84.99,202105,40300
,수성구 신매동,시지삼주한라협화아파트,84.84,202105,43000
,수성구 신매동,신매우방타운,84.93,202105,27400
,수성구 신매동,태왕하이츠1,71.02,202105,32800
,수성구 신매동,태왕하이츠1,84.98,202105,38300
,수성구 신매동,태왕하이츠1,84.98,202105,40300
,수성구 신매동,한라하우젠트,84.96,202105,49980
,수성구 중동,광명프레지던트,76.41,202105,35000
,수성구 지산동,녹원맨션,84.96,202105,55400
,수성구 지산동,녹원맨션,84.96,202105,57000
,수성구 지산동,동서맨션,84.98,202105,38000
,수성구 지산동,동서맨션,84.98,202105,39000
,수성구 지산동,동서맨션,84.98,202105,39200
,수성구 지산동,동서무학,84.92,202105,33200
,수성구 지산동,동서무학,84.92,202105,29500
,수성구 지산동,에덴타운,84.86,202105,38000
,수성구 지산동,영남맨션,84.90,202105,43700
,수성구 지산동,우방타운,85.00,202105,48300
,수성구 지산동,지산아이위시네이처아파트,84.14,202105,36200
,수성구 지산동,지산아이위시네이처아파트,84.14,202105,33090
,수성구 지산동,화성맨션,84.97,202105,41500
,수성구 파동,대자연맨션1차,63.79,202105,28800
,수성구 파동,대자연맨션1차,84.90,202105,35900
,수성구 파동,대자연맨션2차,63.67,202105,28200
,수성구 파동,수성못코오롱하늘채,84.94,202105,54800
,수성구 파동,수성아이파크,84.98,202105,50000
,수성구 파동,화성파크뷰,84.98,202105,42000
,수성구 황금동,성창파크빌1동,84.83,202105,29000
,수성구 황금동,신천지하이츠,84.94,202105,47000
,수성구 황금동,캐슬골드파크5단지,84.97,202105,66000
,수성구 황금동,캐슬골드파크5단지,84.97,202105,69200
,수성구 황금동,캐슬골드파크5단지,84.97,202105,69200
,수성구 황금동,힐스테이트황금동,84.91,202105,87000
,수성구 황금동,힐스테이트황금동,84.91,202105,90000
,중구 남산동,극동스타클래스남산,84.57,202105,55500
,중구 남산동,극동스타클래스남산,84.63,202105,58000
,중구 남산동,남문시장2지구,68.03,202105,22000
,중구 남산동,남산그린타운,69.24,202105,39500
,중구 남산동,남산역화성파크드림,84.67,202105,64500
,중구 남산동,남산역화성파크드림,84.85,202105,64800
,중구 남산동,남산역화성파크드림,84.21,202105,64800
,중구 남산동,반월당효성해링턴플레이스,84.93,202105,63800
,중구 남산동,보성황실타운,84.99,202105,47000
,중구 남산동,송림맨션,84.97,202105,37500
,중구 대봉동,대봉태왕아너스,84.99,202105,65000
,중구 대봉동,센트로팰리스,80.74,202105,71000
,중구 대봉동,아트빌,78.58,202105,17800
,중구 대봉동,청구맨션,84.13,202105,58000
,중구 대봉동,청운맨션,84.93,202105,56000
,중구 동인동1가,삼승슈퍼타워,83.50,202105,25800
,중구 동인동4가,동인동삼정그린코아,84.73,202105,41800
,중구 삼덕동3가,삼덕청아람,84.61,202105,68000
,중구 삼덕동3가,삼덕청아람,84.80,202105,69000
,중구 수창동,경진테크빌(101동),84.90,202105,19000
,남구 대명동,교대역동서프라임36.5,76.24,202106,45600
,남구 대명동,교대역동서프라임36.5,84.78,202106,53500
,남구 대명동,더테라스,83.52,202106,35000
,남구 대명동,동아대덕,84.96,202106,23500
,남구 대명동,동아대덕,84.96,202106,19000
,남구 대명동,동아대덕,84.96,202106,23850
,남구 대명동,용마맨션,76.33,202106,33700
,남구 대명동,파크맨션,82.49,202106,30300
,남구 대명동,호창프레시앙,84.54,202106,31000
,남구 봉덕동,강변코오롱하늘채,84.96,202106,50800
,남구 봉덕동,대덕1차,84.87,202106,36300
,남구 봉덕동,봉덕화성파크드림,72.66,202106,50000
,남구 봉덕동,앞산보성,76.44,202106,27000
,남구 봉덕동,앞산보성,76.44,202106,26500
,남구 봉덕동,앞산태왕아너스,84.98,202106,55800
,남구 이천동,보성상아맨션,84.74,202106,43000
,남구 이천동,보성상아맨션,84.74,202106,41000
,남구 이천동,이천주공2단지,84.84,202106,41000
,남구 이천동,희망교대성유니드,84.96,202106,39000
,남구 이천동,희망교대성유니드,75.75,202106,35000
,달서구 감삼동,성당코오롱하늘채,85.00,202106,46000
,달서구 감삼동,우방드림시티,75.77,202106,34000
,달서구 감삼동,우방드림시티,75.77,202106,47700
,달서구 대곡동,대곡우방타운,84.92,202106,26200
,달서구 대곡동,대곡이오스,84.87,202106,33000
,달서구 대곡동,대곡이오스,84.87,202106,30000
,달서구 대곡동,삼성래미안2,84.84,202106,35500
,달서구 대곡동,수목원제일풍경채,83.31,202106,48500
,달서구 대천동,월배태영데시앙,84.94,202106,48000
,달서구 대천동,월배힐스테이트,85.00,202106,50000
,달서구 대천동,월배힐스테이트,84.98,202106,47500
,달서구 도원동,강산타운,84.97,202106,35000
,달서구 도원동,강산타운,84.97,202106,33500
,달서구 도원동,강산타운,84.97,202106,35500
,달서구 도원동,나래마을,84.71,202106,29400
,달서구 도원동,나래마을,84.71,202106,26500
,달서구 도원동,나래마을,84.71,202106,31200
,달서구 도원동,미리샘마을,84.93,202106,31700
,달서구 도원동,미리샘마을,84.93,202106,30000
,달서구 도원동,미리샘마을,84.93,202106,28000
,달서구 도원동,미리샘마을,84.93,202106,31500
,달서구 본리동,로얄센트로(102동),74.94,202106,45000
,달서구 본리동,성당래미안e-편한세상2단지,84.88,202106,51000
,달서구 본리동,성당래미안e-편한세상2단지,84.88,202106,47000
,달서구 본리동,우성(62-2),73.72,202106,29700
,달서구 본리동,현대백조타운,73.95,202106,41000
,달서구 상인동,동서,84.92,202106,39000
,달서구 상인동,보성은하,84.96,202106,40300
,달서구 상인동,상인자이,84.73,202106,61000
,달서구 상인동,상인푸르지오,84.28,202106,45000
,달서구 상인동,상인화성하이츠,85.00,202106,41500
,달서구 상인동,세정드림타운,84.53,202106,27000
,달서구 상인동,송현주공3,61.52,202106,53000
,달서구 상인동,월촌화성타운,85.00,202106,38500
,달서구 성당동,성당동더샵,84.89,202106,50500
,달서구 성당동,성당래미안e-편한세상3단지,84.88,202106,51900
,달서구 성당동,성당래미안e-편한세상3단지,84.88,202106,49000
,달서구 송현동,송현역드림팰리스,84.32,202106,39800
,달서구 송현동,송현역드림팰리스,84.32,202106,39800
,달서구 송현동,송현역드림팰리스,84.32,202106,39800
,달서구 송현동,송현우방하이츠,84.93,202106,42000
,달서구 송현동,코리아,84.68,202106,28000
,달서구 신당동,한화꿈에그린,84.89,202106,32300
,달서구 용산동,성서2보성타운,84.95,202106,27000
,달서구 용산동,성서보람타운,84.82,202106,38000
,달서구 용산동,성서영남우방타운,84.96,202106,35100
,달서구 용산동,성서청구타운,84.97,202106,31900
,달서구 용산동,성서청구타운,84.97,202106,35000
,달서구 용산동,용산세광그린빌,84.86,202106,35000
,달서구 용산동,용산세광그린빌,84.92,202106,35700
,달서구 월성동,서한맨션,84.81,202106,32800
,달서구 월성동,월성보성1,84.99,202106,32500
,달서구 월성동,월성보성1,84.99,202106,31900
,달서구 월성동,월성보성1,68.54,202106,28000
,달서구 월성동,월성보성1,84.99,202106,32000
,달서구 월성동,월성자이,84.73,202106,49000
,달서구 유천동,대구월배2차아이파크,74.36,202106,52000
,달서구 유천동,대구월배2차아이파크,84.22,202106,57300
,달서구 유천동,대구월배2차아이파크,84.54,202106,58000
,달서구 유천동,유천포스코더샵,84.93,202106,42900
,달서구 유천동,진천역AK그랑폴리스,84.92,202106,55900
,달서구 유천동,진천역AK그랑폴리스,84.97,202106,51900
,달서구 유천동,진천역AK그랑폴리스주상복합,84.71,202106,45000
,달서구 유천동,현대아이파크,84.97,202106,60700
,달서구 유천동,현대아이파크,84.97,202106,56000
,달서구 유천동,현대아이파크,84.97,202106,56000
,달서구 유천동,화성맨션,84.98,202106,28000
,달서구 이곡동,성서2동서화성,73.36,202106,29000
,달서구 이곡동,성서2서한타운,84.91,202106,30300
,달서구 이곡동,성서무지개타운,84.99,202106,28000
,달서구 이곡동,성서무지개타운,84.99,202106,31300
,달서구 이곡동,성서우방타운,85.00,202106,33000
,달서구 이곡동,성서우방타운,85.00,202106,34400
,달서구 이곡동,성서청남타운,84.98,202106,29500
,달서구 이곡동,성서청남타운,84.98,202106,28600
,달서구 이곡동,성서푸른마을,84.99,202106,30900
,달서구 이곡동,한샘,84.98,202106,33800
,달서구 장기동,장기파랑새마을,84.98,202106,38000
,달서구 장기동,코오롱하늘채,84.98,202106,60000
,달서구 진천동,그린파크,84.69,202106,28200
,달서구 진천동,부국101동,84.94,202106,21500
,달서구 진천동,삼영로얄팔레스102,83.72,202106,28500
,달서구 진천동,우방맨션,84.97,202106,26500
,달서구 진천동,우방맨션,84.97,202106,25800
,달서구 진천동,월배역라온프라이빗,80.95,202106,52500
,달서구 진천동,월배역라온프라이빗,67.92,202106,39000
,달서구 진천동,월배역포스코더샵,84.98,202106,53300
,달서구 진천동,진천대동,85.00,202106,23600
,달서구 진천동,진천월성위너파크,84.15,202106,29100
,달서구 진천동,진천태왕아너스1단지,84.97,202106,41150
,달서구 진천동,진천현대,84.90,202106,25650
,달서구 진천동,현대(262-2),84.82,202106,23500
,달서구 진천동,현대(262-2),84.82,202106,24000
,달서구 파호동,삼성명가타운,84.94,202106,33450
,달서구 호산동,삼성한국형,84.91,202106,32000
,달서구 호산동,삼성한국형,84.91,202106,37000
,달성군 가창면,가창중석타운,84.98,202106,28500
,달성군 구지면,달성화성파크드림,84.64,202106,20000
,달성군 구지면,달성화성파크드림,84.90,202106,19800
,달성군 구지면,달성화성파크드림,84.90,202106,19500
,달성군 구지면,달성화성파크드림,84.97,202106,19600
,달성군 구지면,달성화성파크드림,84.97,202106,18400
,달성군 구지면,달성화성파크드림,84.64,202106,19700
,달성군 구지면,달성화성파크드림,84.97,202106,20000
,달성군 구지면,달성화성파크드림,84.90,202106,18450
,달성군 구지면,달성화성파크드림,84.97,202106,19000
,달성군 구지면,달성화성파크드림,84.97,202106,18500
,달성군 구지면,달성화성파크드림,84.90,202106,20900
,달성군 구지면,달성화성파크드림,84.90,202106,20900
,달성군 구지면,달성화성파크드림,84.64,202106,19500
,달성군 구지면,달성화성파크드림,84.90,202106,15000
,달성군 구지면,달성화성파크드림,84.90,202106,15000
,달성군 구지면,달성화성파크드림,84.97,202106,18800
,달성군 구지면,대구국가산단ZOOM파크,60.92,202106,22000
,달성군 구지면,대구국가산단ZOOM파크,60.92,202106,21500
,달성군 구지면,대구국가산단ZOOM파크,60.92,202106,20300
,달성군 구지면,대구국가산단ZOOM파크,60.92,202106,20000
,달성군 구지면,대구국가산단ZOOM파크,84.48,202106,28000
,달성군 구지면,대구국가산단반도유보라아이비파크,84.96,202106,25500
,달성군 구지면,대구국가산단반도유보라아이비파크,84.96,202106,26500
,달성군 구지면,대구국가산단반도유보라아이비파크,75.19,202106,24500
,달성군 구지면,대구국가산단반도유보라아이비파크2,74.96,202106,25000
,달성군 구지면,대구국가산단영무예다음,67.94,202106,21000
,달성군 구지면,대구국가산단반도유보라아이비파크3,78.97,202106,24890
,달성군 구지면,대구국가산단반도유보라아이비파크3,74.96,202106,23200
,달성군 논공읍,우신미가뷰,84.86,202106,27500
,달성군 논공읍,우신미가뷰,75.91,202106,25000
,달성군 논공읍,우신미가뷰,84.86,202106,26900
,달성군 논공읍,우신미가뷰,84.86,202106,27000
,달성군 논공읍,우신미가뷰,75.33,202106,23700
,달성군 논공읍,논공청구타운,84.81,202106,12800
,달성군 논공읍,논공청구타운,84.81,202106,14800
,달성군 다사읍,강창그린빌,84.93,202106,20000
,달성군 다사읍,강창그린빌,84.93,202106,20000
,달성군 다사읍,강창우방타운,84.95,202106,23600
,달성군 다사읍,강창한서꼼빠니아,84.58,202106,22400
,달성군 다사읍,다사동의센트럴파크,84.98,202106,46900
,달성군 다사읍,다사동의센트럴파크,84.98,202106,42900
,달성군 다사읍,다사한일유앤아이,84.86,202106,34500
,달성군 다사읍,다사한일유앤아이,84.86,202106,35300
,달성군 다사읍,대실역청아람2단지,84.99,202106,42400
